Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Gobiohyus yuanchuensis,,,,,,"Dentition of Gobiohyus and a Reevaluation of the Helohyidae (Artiodactyla) MC Coombs, WP Coombs Jr - Journal of Mammalogy, 1977",no m1,,,Asia
Gobiolagus aliwusuensis,2.13,2.41,1,1,,"Li, Q., Wang, Y.-Q., and Fostowicz-Frelik, ?. 2016. Small mammal fauna from Wulanhuxiu (Nei Mongol, China) implies the Irdinmanhan–Sharamurunian (Eocene) faunal turnover. Acta Palaeontologica Polonica 61 (4): 759–776.",,,,Asia
Gobiolagus burkei,1.42,1.93,1,1,,"GOBIOLAGUS (LAGOMORPHA, MAMMALIA) FROM EOCENE ULA USU, INNER MONGOLIA, AND COMMENTS ON EOCENE LAGOMORPHS OF ASIA J Meng, Y Hu, C Li - 2005",,,,Asia
Gobiolagus major,3,3.6,1,1,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,? Affin.,,,Asia
Gobiolagus tolmachovi,2,2.4,2,2,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,,,,Asia
Gobiomeryx dubius,6.65,4.4,2,2,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),,,,Asia
Gobiomys asiaticus,,,,,,,Can't find specimen,,,Asia
Gobiomys exiguus,1.218571429,1.054285714,7,7,,"Qian Li (2017): Eocene ctenodactyloid rodent assemblages and diversification from Erden Obo, Nei Mongol, China, Historical Biology, DOI: 10.1080/08912963.2017.1395422",,,,Asia
Gobiomys neimongolensis,1.695,1.435,14,14,,"Qian Li (2017): Eocene ctenodactyloid rodent assemblages and diversification from Erden Obo, Nei Mongol, China, Historical Biology, DOI: 10.1080/08912963.2017.1395422",,,,Asia
Gobiopithecus khan,6.7,5.5,1,1,,"A new specimen of Gobiopithecus khan (Mammalia ; Pantolesta) from the Eocene Ergilin Dzo Formation, Mongolia TSUBAMOTO, Takehisa, TSOGTBAATAR, Khishigjav, SANEYOSHI, Mototaka, MAINBAYAR, Buurei, WATABE, Mahito, CHINZORIG, Tsogtbaatar, SUZUKI, Shigeru, KHATANBAATAR, Purevdorg, ISHIGAKI, Shinobu and BARSBOLD, Rinchen 2011",,,,Asia
Gobiosminthus qiui,,,,,,"ZAPODIDAE (RODENTIA, MAMMALIA) FROM THE MIDDLE OLIGOCENE OF ULÅNTATAL, NEI MONGOL Huang Xueshi",no m1. No lower teeth,,,Asia
Gobisorex kingae,2.09,1.34,7,5,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",,,,Asia
Gomphos elkema,3.222,2.912,5,5,,"Brian P. Kraatz , Demchig Badamgarav & Faysal Bibi (2009) Gomphos ellae, a new mimotonid from the middle Eocene of Mongolia and its implications for the origin of Lagomorpha, Journal of Vertebrate Paleontology, 29:2, 576-583, DOI: 10.1671/039.029.0217",,,,Asia
Gomphos ellae,2.83,2.75,1,1,,"Brian P. Kraatz , Demchig Badamgarav & Faysal Bibi (2009) Gomphos ellae, a new mimotonid from the middle Eocene of Mongolia and its implications for the origin of Lagomorpha, Journal of Vertebrate Paleontology, 29:2, 576-583, DOI: 10.1671/039.029.0217",,,,Asia
Gomphos progressus,,,,,,"Li, Q., Wang, Y.-Q., and Fostowicz-Frelik, ?. 2016. Small mammal fauna from Wulanhuxiu (Nei Mongol, China) implies the Irdinmanhan–Sharamurunian (Eocene) faunal turnover. Acta Palaeontologica Polonica 61 (4): 759–776.",no m1,,,Asia
Gomphos shevyrevae,3.07,3,2,2,,"A new species of Gomphos (glires, Mammalia) from the Eocene of the Erlian Basin, Nei Mongol, China J Meng, BP Kraatz, Y Wang, X Ni, DL Gebo… - American Museum …, 2009",,,,Asia
Grangeria canina,,,,,,,Can't access paper,,,Asia
Guichilambda zhaii,15.9,12.9,1,1,,"MAMMALIAN REMAINS FROM THE LATE PALEOCENE OF GUICHI, ANHUI HUANG Xueshi, CHEN Liezu 1997",,,,Asia
Gurbanodelta kara,0.9,0.6,1,1,,"A late Paleocene probable metatherian (?deltatheroidan) survivor of the Cretaceous mass extinction Xijun Ni, Qiang Li, Thomas A. Stidham, Lüzhou Li, Xiaoyu Lu & Jin Meng 2016",,,,Asia
Hanhaicerus qii,,,,,,"Grégoire Métais, Pierre-Olivier Antoine, Laurent Marivaux, Jean-Loup Welcomme, Stéphane Ducrocq. New artiodactyl ruminant mammal from the late Oligocene of Pakistan. Acta Palaeontologica Polonica, Polskiej Akademii Nauk, Instytut Paleobiologii, 2003, 48 (3), pp.375-382. ffhal-03347859f",no m1,,,Asia
Hannanomys lini,2.1,1.8,1,1,,"A NEW EARLY EOCENE CTENODACTYLOID RODENT (RODENTIA, MAMMALIA) AND THE ASSOCIATE) MAMMALIAN FOSSILS FROM DANJIANGKOU, HUBEI GUO Jim-Wei, WANG Yuan, YANG Xue-An 2000",,,,Asia
Hanomys malcolmi,2,1.85,1,1,,"Hanomys malcolmi, a new simplicidentate mammal from the Paleocene of central China: its relationships and stratigraphic implications X HUANG, C LI, MR DAWSON, L LIU - Bulletin of Carnegie Museum of …, 2004",,,,Asia
Haozi simplex,,,,,,"Dawson et al. 2003. ZELOMYIDAE, A NEW FAMILY OF RODENTIA ( MAMMALIA) FROM THE EOCENE OF ASIA",no m1,,,Asia
Hapalodectes dux,4,1.5,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Hapalodectes huanghaiensis,4.2,1.7,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Hapalodectes lopatini,4.07,1.58,1,1,,"THE FIRST SPECIES OF HAPALODECTES (MESONYCHIA, MAMMALIA) FROM THE MIDDLE PALEOCENE OF CHINA (QIANSHAN BASIN, ANHUI PROVINCE) SHEDS LIGHT ON THE INITIAL RADIATION OF HAPALODECTIDS by FLOREAL SOL  E1 , ERIC DE BAST1 , JIAN YANG2 , CHENG-SEN LI2 and THIERRY SMITH 2017",,,,Asia
Hapalodectes lushiensis,,,,,,https://www.cnki.com.cn/Article/CJFD1979-GJZD196503004.htm,Can't access paper,,,Asia
Hapalodectes paleocenus, ,,,,,"PALEOCENE HAPALODECTES (MAMMALIA: MESONYCHIA) FROM SUBENG, NEI MONGOL: FURTHER EVIDENCE OF “EAST OF EDEN? DISPERSAL AT THE PALEOCENE-EOCENE BOUNDARY K. Christopher BEARD 1* WANG Yuan?Qing 2 MENG Jin 2,3 NI Xi?Jun 2,3 Daniel L. GEBO 4 LI Chuan?Kui 2",Jaw with m2 and m3,,,Asia
Hapalodectes serus,,,,,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,No m1,,,Asia
Haplolambda planicanina,,,,,,"Archaeolambdidae Flerov (Pantodonta) from the Paleocene of the Nemegt Basin, Gobi Desert Z KIELAN-JAWOROWSKA - Palaeontologia Polonica, 1968",upper teeth only?,,,Asia
Haplomys arboraptus,,,,,,"B. Wang. 1987. Discovery of Aplodontidae (Rodentia, Mammalia) from Middle Oligocene of Nei Mongol, China. Vertebrata PalAsiatica 25(1):32-45",M2,,,Asia
Haqueina haichinensis,6.6,4.8,1,1,,"A new representative of the family Raoellidae (Suiformes) from the Middle Eocene of Khaichin-Ula 2, Mongolia IA Vislobokova - PALEONTOLOGICA 2002",,,,Asia
Harpagolestes leei,,,,,,"MESONYCHIDS FROM LUSHI BASIN, HENAN PROVINCE, CHINA Jin Xun",upper teeth only,,,Asia
Harpagolestes orientalis,26.9,12.2,1,1,,"MESONYCHIDS FROM LUSHI BASIN, HENAN PROVINCE, CHINA Jin Xun",,,,Asia
Harpyodus euros,,,,,,,Can't access paper,,,Asia
Harpyodus progressus,,,,,,"MAMMALIAN REMAINS FROM THE LATE PALEOCENE OF JIASHAN, ANHUI HUANG Xue-Shi",upper teeth only,,,Asia
Helaletes medius,9.1,6.8,1,1,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",,,,Asia
Helanshania deserta,,,,,,"A new Oligocene Ctenodactylinae (Rodentia: Mammalia) from Ulantatal (nei Mongol): new insight on the phylogenetic origins of the modern Ctenodactylidae MONIQUE VIANEY-LIAUD, HELDER GOMES RODRIGUES, LAURENT MARIVAUX 2010",no m1,,,Asia
Heomys orientalis,1.49,1.43,1,1,,"Hanomys malcolmi, a new simplicidentate mammal from the Paleocene of central China: its relationships and stratigraphic implications X HUANG, C LI, MR DAWSON, L LIU - Bulletin of Carnegie Museum of …, 2004",,,,Asia
Heosminthus borrae,1.04,0.79,31,31,,"Qian Li, Yan-Xin Gong & Yuan-Qing Wang (2017) New dipodid rodents from the Late Eocene of Erden Obo (Nei Mongol, China)",,,,Asia
Heosminthus chimidae,1.2,0.89,444,448,,"Qian Li, Yan-Xin Gong & Yuan-Qing Wang (2017) New dipodid rodents from the Late Eocene of Erden Obo (Nei Mongol, China)",,,,Asia
Heosminthus minutus,0.84,0.63,8,8,,New zapodids (Rodentia) from Oligocene-Miocene deposits in Mongolia. Part 1 G Daxner-Höck 2001,,,,Asia
Heosminthus nomogenesis,1.17,0.84,5,5,,"Qian Li, Yan-Xin Gong & Yuan-Qing Wang (2017) New dipodid rodents from the Late Eocene of Erden Obo (Nei Mongol, China)",,,,Asia
Heptodon minimus,8.966666667,6.366666667,3,3,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",,,,Asia
Heptodon niushanensis,,,,,,Homogalax and Heptodon of Shantung Chow & Li 1965,Upper teeth only,,,Asia
Heterocoryphodon xuae,,,,,,,Can't find specimen,,,Asia
Heterocoryphodon yuntongi,,,,,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,no m1,,,Asia
Heterosminthus firmus,1.3,0.88,35,35,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Heterosminthus lanzhouensis,1.46,1.105,2,2,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",Heterosminthus cf. lanzhouensis,,,Asia
Hoanghonius stehlini,3.9,2.8,1,1,,"DISCOVERY OF A NEARLY COMPLETE LOWER JAW OF HOANGHONIUS STEHLINI ZDANSKY, 1930 (MAMMALIA, PRIMATES)
TONG Yong-Sheng, WANG Jing-Wen, HUANG Xue-Shi ",,,,Asia
Hohomys lii,2.25,2,1,1,,"NEW LATE EARLY EOCENE CTENODACTYLOID RODENTS (RODENTIA, MAMMALIA) FROM DANJIANGKOU, HUBEI Hu Yaoming 1995",,,,Asia
Homogalax namadicus,,,,,,,Can't find specimen,,,Asia
Homogalax wutuensis,,,,,,Homogalax and Heptodon of Shantung Chow & Li 1965,Upper teeth only,,,Asia
Honanodon hebetis,,,,,,https://www.cnki.com.cn/Article/CJFDTotal-GJZD196503004.htm,Can't access paper,,,Asia
Honanodon macrodontus,,,,,,https://www.cnki.com.cn/Article/CJFD1979-GJZD196503004.htm,Can't access paper,,,Asia
Hsiuannania maguensis,4.05,3.475,2,2,,"MAMMALIAN REMAINS FROM THE LATE PALEOCENE OF JIASHAN, ANHUI HUANG Xue",,,,Asia
Hsiuannania tabiensis,,,,,,,Can't find specimen,,,Asia
Huaiyangale chianshanensis,3.1,2.6,1,1,,"TWO NEW GENERA OF ANAGALIDAE (ANAGALIDA, MAMMALIA) FROM THE PALEOCENE OF QIANSHAN, ANHUI AND THE PHYLOGENY OF ANAGALIDS Hu Yaoming 1993",,,,Asia
Huangomys frequens,,,,,TO MEASURE,,,,,Asia
Hukoutherium shimemensis,15,8,1,1,,Chinese paper,Y,,,Asia
Hulgana ertinia,3.95,4.1,2,2,,,,,,Asia
Hulgana eoertinia,,,,,,,Can't find paper,,,Asia
Hyaenodon chunkhtensis,4.7,3.2,3,3,,"Tsubamoto, Takehisa; Watabe, Mahito; Tsogtbaatar, Khishigjav (2008). <i>Hyaenodon chunkhtensis</i> and the hyaenodontid fauna from the upper Eocene Ergilin Dzo Formation of Mongolia. Journal of Vertebrate Paleontology, 28(2), 559–564. doi:10.1671/0272-4634(2008)28[559:HCATHF]2.0.CO;2",,,,Asia
Hyaenodon eminus, ,4.033333333,3,3,,"Tsubamoto, Takehisa; Watabe, Mahito; Tsogtbaatar, Khishigjav (2008). <i>Hyaenodon chunkhtensis</i> and the hyaenodontid fauna from the upper Eocene Ergilin Dzo Formation of Mongolia. Journal of Vertebrate Paleontology, 28(2), 559–564. doi:10.1671/0272-4634(2008)28[559:HCATHF]2.0.CO;2",,,,Asia
Hyaenodon gigas,,,,,,"Michael Morlo; Doris Nagel (2006). New remains of Hyaenodontidae (Creodonta, Mammalia) from the Oligocene of Central Mongolia. , 92(3), 305–321. doi:10.1016/j.annpal.2005.12.001",no m1,,,Asia
Hyaenodon incertus,12.4,7.7,4,4,,"On some Oligocene carnivorous mammals from Central Asia Lange-Badre B. , Dashzeveg D. 1989",,,,Asia
Hyaenodon mongoliensis,14.75,10.5,2,2,,Dashzeveg 1964 On two Oligocene Hyaenodontidae from Erghilyin-Dzo (Mongolian People's Republic),first described as Megalopterodon mongoliensis. 2 is left and right jaw of same individual,,,Asia
Hyaenodon neimongoliensis,,,,,,,"now included in  H. pervagus Morlo and Nagel, 2006",,,Asia
Hyaenodon pervagus,10.4,5.8,1,1,,"Michael Morlo; Doris Nagel (2006). New remains of Hyaenodontidae (Creodonta, Mammalia) from the Oligocene of Central Mongolia. , 92(3), 305–321. doi:10.1016/j.annpal.2005.12.001","now includes H. neimongoliensis Morlo and Nagel, 2006",,,Asia
Hyaenodon yuanchuensis,,,,,,"Michael Morlo; Doris Nagel (2006). New remains of Hyaenodontidae (Creodonta, Mammalia) from the Oligocene of Central Mongolia. , 92(3), 305–321. doi:10.1016/j.annpal.2005.12.001",no m1,,,Asia
Hydentomys crybelophus,0.77,0.77,9,7,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Hydentomys major,0.8,0.87,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Hylomysoides qiensis,1.3,0.9,2,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Hyopsodus arshantensis,4.05,3.1,1,1,,"Bai, B., Wang, Y.-Q., Zhang, X.-Y., and Meng, J. 2021. A new species of the “condylarth” Hyopsodus from the middleEocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Acta Palaeontologica Polonica66 (4): 767–777 

(PDF) A new species of the “condylarth” Hyopsodus from the middle Eocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Available from: https://www.researchgate.net/publication/356772946_A_new_species_of_the_condylarth_Hyopsodus_from_the_middle_Eocene_of_the_Erlian_Basin_Inner_Mongolia_China_and_its_biostratigraphic_implications [accessed Nov 26 2022].",,,,Asia
Hyopsodus fangxianensis,4.1,3.45,1,1,,"Bai, B., Wang, Y.-Q., Zhang, X.-Y., and Meng, J. 2021. A new species of the “condylarth” Hyopsodus from the middleEocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Acta Palaeontologica Polonica66 (4): 767–777 

(PDF) A new species of the “condylarth” Hyopsodus from the middle Eocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Available from: https://www.researchgate.net/publication/356772946_A_new_species_of_the_condylarth_Hyopsodus_from_the_middle_Eocene_of_the_Erlian_Basin_Inner_Mongolia_China_and_its_biostratigraphic_implications [accessed Nov 26 2022].",,,,Asia
Hyopsodus huashigouensis,,,,,,"Bai, B., Wang, Y.-Q., Zhang, X.-Y., and Meng, J. 2021. A new species of the “condylarth” Hyopsodus from the middleEocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Acta Palaeontologica Polonica66 (4): 767–777 

(PDF) A new species of the “condylarth” Hyopsodus from the middle Eocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Available from: https://www.researchgate.net/publication/356772946_A_new_species_of_the_condylarth_Hyopsodus_from_the_middle_Eocene_of_the_Erlian_Basin_Inner_Mongolia_China_and_its_biostratigraphic_implications [accessed Nov 26 2022].",no m1,,,Asia
Hyopsodus turpanensis,3.15,2.45,1,1,,"Bai, B., Wang, Y.-Q., Zhang, X.-Y., and Meng, J. 2021. A new species of the “condylarth” Hyopsodus from the middleEocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Acta Palaeontologica Polonica66 (4): 767–777 

(PDF) A new species of the “condylarth” Hyopsodus from the middle Eocene of the Erlian Basin, Inner Mongolia, China, and its biostratigraphic implications. Available from: https://www.researchgate.net/publication/356772946_A_new_species_of_the_condylarth_Hyopsodus_from_the_middle_Eocene_of_the_Erlian_Basin_Inner_Mongolia_China_and_its_biostratigraphic_implications [accessed Nov 26 2022].",,,,Asia
Hypercoryphodon thomsoni,,,,,,"Coryphodonts and uintatheres from the Mongolian Expedition of 1930. American Museum novitates; no. 552 HF Osborn, W Granger - 1932 - digitallibrary.amnh.org",Skull only,,,Asia
Hypsimylus beijingensis,,,,,,,Can't find specimen,,,Asia
Hypsimylus yihesubuensis,3.87,4,1,1,,"LAGOMORPHS FROM THE YIHESUBU LATE EOCENE OF NEI MONGOL ( INNER MONGOLIA) MENG Jin, HU Yao Ming 2004",,,,Asia
Hyrachyus crista,,,,,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",Upper teeth only,,,Asia
Hyrachyus grandis,,,,,,,Can't find specimen,,,Asia
Hyrachyus metalophus,20.85,11.7,2,2,,"????????????????
???? ?? - ??, 1982",,,,Asia
Hyrachyus modestus,16,11.05,16,16,,PBDB,,,,Asia
Hyrachyus neimongoliensis,,,,,,T. Qi. 1987. The middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia. Annals of Carnegie Museum 56:1-73,Can't find paper,,,Asia
Hyrachyus tongi,,,,,,"NOTES ON HYRACHYUS (MAMMALIA, PERISSODACTYLA, TAPIROIDEA) FROM THE MIDDLE EOCENE OF YUANQU BASIN, SHANXI PROVINCE Huang Xue-Shi WANG Jing-Wen 2002",upper teeth only,,,Asia
Hyracolestes ermineus,2.3,1.5,1,1,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Iconapternodus qii,1.36,0.8,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Ictopidium lechei,2.2,1.5,1,1,," On some Oligocene insectivore remains from Mongolia
A Sulimski 1970",,,,Asia
Indohyus major,,,,,,"Artiodactyla and Perissodactyla (Mammalia) from the early-middle Eocene Kuldana formation of Kohat (Pakistan) JGM Thewissen, PD Gingerich, DE Russell - 1987",no lower teeth,,,Asia
Indricotherium transouralicum,,,,,,"MIKAEL FORTELIUS; JOHN KAPPELMAN (1993). The largest land mammal ever imagined. , 108(1), 85–101. doi:10.1111/j.1096-3642.1993.tb02560.x",Upper teeth only,,,Asia
Irdinolophus tuiensis,,,,,,"New ceratomorph perissodactyls (Mammalia) from the Middle and Late Eocene of Mongolia: their implications for phylogeny and dating D. DASHZEVEG, J. J. HOOKER",Upper teeth only,,,Asia
Irenolophus primarius,15.2,11.1,1,1,,"A new early Eocene deperetellid tapiroid illuminates the origin of Deperetellidae and the pattern of premolar molarization in Perissodactyla Bin Bai ,Jin Meng ,Fang-Yuan Mao,Zhao-Qun Zhang,Yuan-Qing Wang 2019",collect,,,Asia
Irenolophus qii,13.9,11.2,2,2,,"A new early Eocene deperetellid tapiroid illuminates the origin of Deperetellidae and the pattern of premolar molarization in Perissodactyla Bin Bai ,Jin Meng ,Fang-Yuan Mao,Zhao-Qun Zhang,Yuan-Qing Wang 2019",2 is left and right of same jaw,,,Asia
Ivanantonia efremovi,0.81,0.41,1,1,,"What is Ivanantonia efremovi (Rodentia, Mammalia)? JEAN-LOUIS HARTENBERGER, Montpellier, DEMBERELYIN DASHZEVEG, Ulanbaatar & THOMAS MARTIN, 1997",,,,Asia
Jarveia erronea,,,,,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,no m1,,,Asia
Jiajianictis muricatus,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",broken m1,,,Asia
Jiangsudon shanghuangensis,,,,,,"Middle-Eocene artiodactyls from Shanghuang (Jiangsu Province, Coastal China) and the diversity of basal dichobunoids in Asia Grégoire Metais & Tao Qi & Jianwei Guo & K. Christopher Beard",no m1,,,Asia
Junggaroperadectes burqinensis,,,,,,"A new Early Oligocene peradectine marsupial (Mammalia) from the Burqin region of Xinjiang, China Xijun Ni & Jin Meng & Wenyu Wu & Jie Ye",right upper m2 only,,,Asia
Juxia micracis,,,,,,????????????? ??? - 1976 - 119.78.100.205,Alternative combination: Imequincisoria micracis - measurements reported as this name upper jaws only in original pub,,,Asia
Juxia sharamurenensis,33.25,27.55,2,2,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",sup. Mat. Qiu and Wang (2007),,,Asia
Juxia shoui,,,,,,"T. Qi and M. Zhou. 1989. A New Species of Juxia (Perissodactyla), Nei Mongol. Vertebrata PalAsiatica 27(3):205-208",Can't find paper,,,Asia
Karakoromys decessus,1.63,1.32,29,29,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Kennatherium shirense,1.3,1.01,5,5,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Khaichinula lupula,3.3,2,1,1,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Kharomys gracilis,,,,,,"The earliest rodents (Rodentia, Ctenodactyloidea) of central Asia
D Dasizeveg - Acta Zoologica Cracoviensia, 1990",Can't access paper,,,Asia
Kharomys mirandus,,,,,,"The earliest rodents (Rodentia, Ctenodactyloidea) of central Asia
D Dasizeveg - Acta Zoologica Cracoviensia, 1990",Can't access paper,,,Asia
Kherem asiatica,2.1,2.45,2,2,,"NEW OLIGOCENE SCIURIDS AND APLODONTIDS(RODENTIA , MAMMALIA) FROM MONGOLIA
Wang Banyue, Demberelyin Dashzeveg ",,,,Asia
Kherem hsandgoliensis,1.85,1.96,1,1,,"NEW OLIGOCENE SCIURIDS AND APLODONTIDS(RODENTIA , MAMMALIA) FROM MONGOLIA
Wang Banyue, Demberelyin Dashzeveg ",,,,Asia
Kuanchuanius shantunensis,,,,,,"New Hypsodont Tillodont (Mammalia, Tillodontia) from the Early Eocene of India Authors: Rose, Kenneth D., Kumar, Kishor, Rana, Rajendra S., Sahni, Ashok, and Smith, Thierry",no lower teeth,,,Asia
Lambdopsalis bulla,7.8,3.2,1,1,,M. Chow and T. Qi. 1978. Paleocene Mammalian Fossils from Nomogen Formation of Inner Mongolia. Vertebrata PalAsiatica 16(2):77-85,,,,Asia
Lantianius xiehuensis,,,,,,"CHORLAKKZA HASSANZ, A NEW MIDDLE EOCENE DICHOBUNID
(MAMMALIA, ARTIODACTYLA) FROM THE
KULDANA FORMATION OF KOHAT (PAKISTAN)
PHILIP D. GINGERICH, DONALD E. RUSSELL,
DENISE SIGOGNEAU-RUSSELL, AND J.-L. HARTENBERGER ",no lower teeth?,,,Asia
Lapichiropteryx xiei,1.5,0.995,2,2,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Limeryx chimaera,6.3,4.3,1,1,,"G. Metais, T. Qi, J. Guo and C. Beard. 2005. A new bunoselenodont artiodactyl from the Middle Eocene of China and the early record of selenodont artiodactyls in Asia. Journal of Vertebrate Paleontology 25(4):994-997",,,,Asia
Litodonomys huangheensis,1.36,0.99,1,1,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Litodonomys lajeensis,1.31,0.88,20,21,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Litolophus gobiensis,17.1,11.85,2,2,,"New Craniodental Materials of Litolophus gobiensis (Perissodactyla, “Eomoropidae”) from Inner Mongolia, China, and Phylogenetic Analyses of Eocene Chalicotheres Authors: Bai, Bin, Wang, Yuanqing, and Meng, Jin 2010",,,,Asia
Lophialetes expeditus,7.7,7.65,2,2,,"????????????????
???? ?? - ??, 1982",,,,Asia
Lophiomeryx angarae,,,,,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),no m1,,,Asia
Lophocion asiaticus,,,,,,"J. Wang and Y. Tong. 1997. A new phenacodontid condylarth (Mammalia) from the Early Eocene of the Wutu Basin, Shandong. Vertebrata PalAsiatica 35(4):283-289",Upper teeth only,,,Asia
Luchenus erinaceanus,1.366666667,1.016666667,3,3,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Lunania zhoui,,,,,,"NEW EOMOROPID (MAMMALIA, PERISSODACTYLA) REMAINS FROM THE MIDDLE EOCENE OF YUANQU BASIN
HUANG Xue-Shi",no m1,,,Asia
Lushiamynodon menchiapuensis,,,,,,M. Chow and Y.-X. Xu. 1965. Amynodonts from the Upper Eocene of Honan and Shansi. Vertebrata PalAsiatica 9(2):190-203,Upper teeth only,,,Asia
Lushiamynodon obesus,,,,,,M. Chow and Y.-X. Xu. 1965. Amynodonts from the Upper Eocene of Honan and Shansi. Vertebrata PalAsiatica 9(2):190-203,Upper M2 and M3,,,Asia
Lushiamynodon sharamurenensis,,,,,,Y.-X. Xu. 1966. Amynodonts of Inner Mongolia. Vertebrata PalAsiatica 10(2):124-190,Can't find paper,,,Asia
Lushiamynodon wuchengensis,,,,,,"J. Wang. 1978. Fossil Amynodentidae and lschyromyidae of Tongbo, Henan. Vertebrata PalAsiatica 16(1):22-29",Upper teeth only,,,Asia
Lushilagus danjiangensis,1.46,1.3,5,5,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",Lushilagus? danjiangensis,,,Asia
